amountOfVerbs,amountOfPronouns,amountOfNouns,amountOfAdjectives,amountOfAdverbs,restOfWords,totalAmount,id
2,1,4,1,1,2,11,3587
2,3,7,0,0,9,21,3588
2,1,15,1,0,4,23,3589
3,0,0,1,2,2,8,3591
3,1,8,1,0,7,20,3592
0,0,6,0,0,3,9,3593
1,0,7,1,0,6,15,3594
5,2,4,2,3,6,22,3595
4,1,3,0,0,2,10,3596
1,1,8,3,0,4,17,3597
0,0,5,0,0,3,8,3598
4,1,8,2,1,8,24,3602
0,0,10,1,0,4,15,3603
1,0,12,1,1,3,18,3604
5,0,7,1,2,5,20,3607
4,1,5,2,1,5,18,3608
1,1,4,1,0,5,12,3609
2,1,8,3,0,5,19,3610
1,0,14,2,0,2,19,3611
0,1,12,2,0,6,21,3613
1,1,10,2,1,6,21,3617
2,0,4,1,0,7,14,3618
1,1,8,1,1,4,16,3619
2,1,5,1,0,6,15,3621
0,0,8,1,0,2,11,3623
2,1,6,0,0,6,15,3625
0,0,11,1,1,4,17,3626
3,0,10,1,1,6,21,3627
5,1,8,1,0,3,18,3628
2,3,8,3,3,5,24,3629
5,4,7,2,0,9,27,3631
2,1,6,3,1,10,23,3632
1,1,10,0,0,5,17,3633
0,1,8,2,0,6,17,3634
0,0,10,0,0,7,17,3635
1,0,9,2,0,3,15,3636
3,2,8,2,1,5,21,3637
4,1,7,1,1,6,20,3638
2,2,4,2,1,3,14,3639
3,1,8,0,1,5,18,3640
0,0,5,0,0,4,9,3641
2,0,8,1,1,3,15,3642
0,0,3,0,0,2,5,3643
1,0,11,0,0,4,16,3645
4,3,8,1,0,7,23,3646
0,1,7,0,0,0,8,3647
3,0,6,3,0,3,15,3648
1,0,1,1,1,1,5,3650
4,0,7,1,0,8,20,3652
2,2,4,1,0,1,10,3653
3,4,2,1,1,2,13,3655
0,0,13,0,0,2,15,3656
6,1,5,1,1,5,19,3657
3,2,9,0,0,3,17,3658
1,0,5,2,1,2,11,3659
3,1,4,3,1,1,13,3660
2,1,6,0,1,5,15,3661
2,2,8,0,0,5,17,3662
1,0,7,0,0,2,10,3663
5,1,8,0,1,8,23,3664
1,2,5,1,0,4,13,3666
1,1,10,1,0,3,16,3667
5,2,6,1,1,9,24,3669
1,1,1,2,0,1,6,3670
3,0,6,2,0,3,14,3674
3,0,7,2,0,6,18,3675
2,0,7,1,2,10,22,3676
3,0,8,2,0,8,21,3679
5,4,6,1,1,4,21,3680
2,1,9,0,0,4,16,3681
1,1,4,0,0,6,12,3682
1,2,7,0,0,0,10,3683
1,0,8,2,0,1,12,3684
1,0,1,0,0,1,3,3685
2,1,2,0,2,1,8,3686
8,3,6,0,1,5,23,3689
5,1,8,1,0,8,23,3690
4,4,4,0,1,9,22,3691
2,1,5,1,0,1,10,3692
1,0,2,0,0,1,4,3694
5,1,7,5,1,4,23,3695
4,2,7,1,1,8,23,3696
4,4,7,0,2,8,25,3697
1,0,5,2,0,3,11,3700
3,0,11,0,0,0,14,3702
3,0,9,0,0,7,19,3704
7,4,6,2,2,2,23,3705
3,1,5,5,1,3,18,3708
1,1,0,1,1,0,4,3710
0,0,2,1,0,0,3,3712
6,2,6,2,0,3,19,3713
1,0,6,1,0,3,11,3715
4,0,7,2,1,6,20,3717
3,0,9,0,0,7,19,3718
3,0,9,0,0,7,19,3719
3,0,10,2,0,8,23,3721
3,0,9,0,0,7,19,3722
1,0,6,1,1,5,14,3723
6,1,3,1,1,2,14,3724
4,0,7,1,1,5,18,3725
2,3,1,0,0,1,7,3726
7,2,3,1,1,6,20,3727
3,0,6,1,1,3,14,3729
6,4,6,0,0,7,23,3730
2,0,13,1,0,3,19,3735
4,0,7,2,1,6,20,3736
4,2,9,0,0,10,25,3737
3,0,9,0,0,7,19,3738
1,1,11,1,0,2,16,3739
3,0,12,2,0,2,19,3741
3,0,9,0,0,7,19,3742
4,2,6,0,0,7,19,3743
5,2,5,4,0,2,18,3744
1,0,9,0,0,3,13,3745
3,0,9,0,0,7,19,3747
0,0,9,2,0,5,16,3748
2,1,7,1,0,7,18,3750
1,0,6,2,1,6,16,3752
1,0,4,1,0,2,8,3753
2,0,9,1,0,5,17,3754
2,0,9,1,0,4,16,3756
1,0,5,1,0,5,12,3758
2,2,6,3,1,4,18,3759
2,0,3,4,3,0,12,3760
1,0,9,1,0,1,12,3761
0,0,7,0,0,0,7,3763
1,1,4,1,0,2,9,3764
1,0,7,4,0,5,17,3765
5,2,5,0,0,10,22,3766
0,0,3,0,0,1,4,3768
1,0,5,1,0,3,10,3770
4,1,5,2,1,4,17,3771
4,0,4,1,1,7,17,3772
1,0,6,2,1,6,16,3773
3,3,3,0,1,0,10,3774
4,5,2,1,1,3,16,3775
0,0,5,0,0,1,6,3776
1,0,6,2,1,6,16,3777
1,0,2,0,1,2,6,3778
2,0,7,0,0,13,22,3780
2,2,5,3,1,7,20,3785
0,0,2,1,0,3,6,3786
0,0,4,0,0,0,4,3787
3,1,10,0,0,10,24,3788
0,0,12,1,0,4,17,3789
2,0,1,0,1,1,5,3793
2,0,5,1,1,1,10,3795
2,1,2,2,1,3,11,3796
1,2,2,0,1,2,8,3797
4,5,4,0,0,5,18,3798
5,1,8,1,0,2,17,3800
0,0,8,0,0,0,8,3802
0,0,8,0,0,0,8,3803
3,2,5,1,2,2,15,3805
4,5,4,0,0,5,18,3806
3,2,2,0,0,2,9,3807
0,0,8,0,0,1,9,3810
4,0,9,0,0,7,20,3812
4,5,4,0,0,5,18,3814
0,0,9,0,0,1,10,3815
0,0,11,1,0,0,12,3816
5,1,8,1,1,7,23,3819
3,2,4,1,3,5,18,3820
0,0,8,0,0,1,9,3821
0,0,9,0,0,2,11,3822
2,0,6,0,0,4,12,3824
0,0,2,1,2,1,6,3825
3,4,9,2,1,6,25,3826
0,0,11,0,0,0,11,3827
4,5,4,0,0,5,18,3828
0,0,12,0,0,2,14,3829
0,0,8,0,0,1,9,3830
0,0,8,0,0,1,9,3831
1,0,2,1,0,7,11,3832
1,0,8,0,0,2,11,3833
2,1,7,1,2,3,16,3834
6,1,8,1,0,8,24,3835
4,5,4,0,0,5,18,3836
0,0,9,0,0,0,9,3837
5,1,6,2,1,3,18,3838
0,0,8,3,0,5,16,3839
0,0,11,0,0,0,11,3840
4,5,4,0,0,5,18,3841
2,0,19,0,0,2,23,3842
3,1,9,1,1,4,19,3845
1,0,8,2,0,3,14,3848
0,0,9,0,0,1,10,3849
0,0,8,0,0,0,8,3850
0,0,8,0,0,0,8,3851
0,0,8,0,0,0,8,3853
1,0,7,0,0,1,9,3855
2,1,5,2,0,2,12,3857
5,2,6,1,0,8,22,3858
3,0,4,2,1,2,12,3859
1,0,7,2,0,3,13,3860
0,0,8,0,0,0,8,3861
0,0,9,0,0,0,9,3862
0,0,9,0,0,1,10,3864
0,0,9,1,0,0,10,3866
1,0,5,1,0,2,9,3868
0,0,9,0,0,0,9,3869
0,0,8,0,0,0,8,3870
2,0,11,2,0,4,19,3873
0,0,9,1,0,0,10,3874
0,0,10,1,0,0,11,3875
0,0,6,1,0,3,10,3876
2,1,10,0,1,5,19,3877
1,0,9,3,0,0,13,3879
0,0,10,1,0,0,11,3887
1,0,9,2,0,2,14,3888
1,0,9,3,0,0,13,3889
0,0,8,0,0,1,9,3892
2,2,6,2,0,7,19,3893
1,0,9,3,0,0,13,3894
0,0,7,1,0,5,13,3895
1,0,9,1,0,4,15,3896
0,0,8,0,0,0,8,3897
4,2,5,2,3,4,20,3899
3,1,7,1,3,4,19,3900
5,2,9,3,0,4,23,3901
1,1,14,1,0,1,18,3903
2,0,7,2,0,7,18,3904
1,0,12,0,0,2,15,3905
3,0,8,1,0,3,15,3906
1,0,5,1,0,1,8,3907
1,0,11,0,0,3,15,3908
5,2,9,3,0,4,23,3911
1,0,11,0,0,3,15,3913
5,2,9,3,0,4,23,3914
1,0,11,0,0,3,15,3916
0,1,2,1,0,1,5,3917
1,0,11,0,0,3,15,3919
2,2,12,3,1,4,24,3921
0,0,10,0,0,1,11,3922
5,3,4,0,0,3,15,3923
3,1,6,1,1,3,15,3924
5,1,6,2,0,2,16,3926
1,0,1,0,0,0,2,3927
2,1,4,0,1,2,10,3932
1,0,11,0,0,2,14,3933
2,0,5,0,0,2,9,3935
3,2,8,0,3,4,20,3936
1,0,5,0,0,1,7,3937
1,0,1,1,0,1,4,3938
1,0,1,1,0,0,3,3940
2,0,3,4,0,2,11,3944
4,1,10,1,1,5,22,3945
1,0,11,0,0,3,15,3947
3,1,2,0,0,3,9,3948
7,2,4,3,3,5,24,3949
3,0,6,3,0,6,18,3950
3,0,7,0,1,7,18,3951
1,0,11,0,1,6,19,3952
1,1,11,1,0,6,20,3953
1,0,10,3,0,8,22,3954
1,0,11,0,1,6,19,3955
1,0,11,0,1,6,19,3956
1,0,4,1,3,1,10,3957
1,0,10,0,1,6,18,3958
5,4,6,0,2,5,22,3959
1,0,11,0,1,6,19,3960
0,0,13,2,0,4,19,3961
1,0,11,0,1,6,19,3962
1,0,7,0,0,2,10,3964
2,0,11,0,1,8,22,3967
1,0,11,0,1,6,19,3968
3,1,7,1,1,4,17,3969
4,0,8,1,1,5,19,3970
3,2,7,1,0,9,22,3973
1,2,2,0,0,2,7,3975
1,0,11,0,1,6,19,3977
0,0,8,1,0,1,10,3979
2,0,11,0,0,4,17,3980
1,0,11,0,1,6,19,3982
1,0,11,0,1,6,19,3983
3,3,6,0,0,7,19,3984
2,0,6,2,3,2,15,3989
4,1,6,2,0,4,17,3990
1,0,11,0,1,6,19,3992
0,0,8,3,0,8,19,3993
3,2,6,1,0,6,18,3994
3,0,6,0,0,4,13,3995
1,0,9,4,3,7,24,3996
0,0,7,0,1,1,9,3997
2,2,2,1,0,2,9,3998
0,0,5,1,1,1,8,4000
0,0,3,0,0,1,4,4003
3,3,4,2,1,9,22,4005
3,0,6,5,1,8,23,4006
1,0,6,3,0,1,11,4008
5,1,10,2,1,7,26,4010
2,0,6,2,0,0,10,4011
0,0,2,1,0,0,3,4012
2,1,3,1,0,1,8,4014
1,0,3,0,0,1,5,4017
7,3,4,2,2,11,29,4018
0,1,12,0,0,4,17,4019
2,0,12,1,1,4,20,4020
1,0,8,1,0,1,11,4021
1,0,8,1,0,4,14,4022
1,0,11,0,0,5,17,4024
0,0,8,0,0,2,10,4025
0,0,9,2,0,3,14,4026
1,1,7,2,0,2,13,4027
2,1,3,1,0,2,9,4028
1,1,2,0,0,2,6,4029
2,1,10,2,1,8,24,4030
2,0,14,3,0,1,20,4032
3,1,4,0,0,1,9,4033
2,0,8,1,0,1,12,4034
5,2,5,2,2,10,26,4038
1,0,7,0,0,2,10,4039
3,0,9,4,0,8,24,4041
5,5,7,0,1,10,28,4042
1,0,13,0,0,1,15,4043
2,0,6,1,0,3,12,4044
5,2,4,1,4,8,24,4045
0,0,10,1,0,4,15,4046
2,1,5,2,0,5,15,4047
2,0,11,0,0,4,17,4049
3,0,9,0,0,10,22,4050
2,0,10,0,0,3,15,4051
1,0,6,3,0,5,15,4052
2,0,8,1,0,3,14,4054
3,3,9,2,2,6,25,4055
9,0,6,1,0,9,25,4057
1,0,12,2,0,3,18,4058
4,0,6,4,3,4,21,4060
5,1,7,2,0,8,23,4061
0,0,10,0,0,0,10,4062
1,0,6,2,0,5,14,4063
9,0,6,1,0,9,25,4064
0,0,6,2,0,9,17,4065
2,0,10,0,0,3,15,4068
2,0,10,0,0,3,15,4072
2,0,10,0,0,3,15,4076
2,0,10,0,0,3,15,4077
1,0,5,0,0,2,8,4078
3,0,6,1,0,1,11,4079
1,0,12,2,0,3,18,4080
2,0,11,0,0,4,17,4081
0,0,7,1,0,1,9,4083
0,0,11,0,0,1,12,4084
4,1,2,0,1,6,14,4085
2,0,11,0,0,4,17,4086
1,0,6,0,0,2,9,4087
3,0,5,1,0,6,15,4088
6,1,8,1,0,7,23,4089
2,0,8,0,0,3,13,4091
1,0,12,2,0,3,18,4092
3,0,5,1,0,4,13,4093
1,0,7,3,0,1,12,4094
4,2,5,1,0,5,17,4095
3,0,10,0,0,4,17,4096
2,0,5,1,0,6,14,4097
0,0,14,2,0,6,22,4098
0,0,6,0,0,1,7,4100
0,0,6,0,0,0,6,4101
4,3,5,1,0,4,17,4103
3,0,14,1,0,5,23,4104
0,0,7,0,0,1,8,4105
1,0,5,2,0,4,12,4107
2,0,8,0,0,1,11,4108
1,0,6,0,0,1,8,4111
4,1,10,4,2,5,26,4112
2,0,5,0,0,1,8,4113
2,0,12,1,1,3,19,4114
4,1,6,2,0,6,19,4116
4,3,3,2,1,5,18,4117
2,0,4,0,1,2,9,4119
5,0,6,1,5,4,21,4121
3,0,8,1,0,1,13,4122
2,0,8,2,0,5,17,4123
1,1,4,3,1,3,13,4124
1,1,3,0,2,1,8,4127
0,0,3,0,0,1,4,4128
5,3,8,2,0,8,26,4129
2,3,3,1,0,8,17,4131
2,0,7,1,1,6,17,4132
4,1,11,2,0,10,28,4133
2,0,7,2,0,2,13,4135
1,0,6,3,1,1,12,4138
3,0,8,1,1,1,14,4139
2,1,3,0,0,1,7,4140
3,3,3,1,0,1,11,4141
4,2,8,0,1,3,18,4142
0,0,6,0,0,3,9,4143
3,0,13,1,0,5,22,4145
1,2,7,3,0,6,19,4146
4,2,5,1,1,5,18,4147
8,3,5,2,1,7,26,4149
4,4,5,1,2,5,21,4150
4,5,4,3,0,4,20,4152
2,3,3,0,0,2,10,4153
4,5,4,0,1,10,24,4154
2,0,6,1,0,2,11,4156
3,1,4,2,1,3,14,4157
2,0,1,0,0,0,3,4158
5,4,2,1,0,4,16,4159
3,2,1,1,2,0,9,4160
4,5,2,0,0,4,15,4161
3,3,2,1,0,2,11,4163
2,2,1,1,1,1,8,4164
0,1,4,1,0,2,8,4166
4,4,4,0,0,7,19,4167
2,2,2,2,0,2,10,4168
5,1,8,3,0,5,22,4170
2,2,1,0,0,0,5,4171
3,3,1,1,0,2,10,4172
1,1,4,1,0,2,9,4173
2,1,3,0,0,2,8,4175
5,1,5,3,0,9,23,4176
3,3,2,1,1,3,13,4177
2,2,2,1,0,4,11,4178
6,5,5,2,2,5,25,4180
4,3,6,0,3,8,24,4181
3,2,5,1,0,6,17,4182
5,3,6,2,2,6,24,4183
4,1,10,1,0,7,23,4184
2,0,8,1,0,3,14,4189
2,1,3,2,0,2,10,4191
2,6,4,1,2,8,23,4197
4,4,4,2,2,5,21,4198
7,5,9,0,1,2,24,4199
1,1,2,0,1,2,7,4200
3,0,4,1,0,2,10,4201
4,4,5,2,1,9,25,4202
2,1,4,1,0,3,11,4203
3,1,9,0,1,2,16,4204
0,0,3,1,0,2,6,4205
2,1,7,0,0,3,13,4206
5,2,7,1,2,8,25,4209
2,1,9,1,1,3,17,4210
4,0,8,2,0,3,17,4211
4,0,4,2,0,3,13,4212
5,3,7,3,1,4,23,4213
4,1,3,1,0,5,14,4214
3,1,9,0,1,2,16,4216
2,0,6,0,0,3,11,4218
2,1,1,1,2,0,7,4219
1,0,6,1,0,2,10,4220
2,0,4,2,1,5,14,4221
2,2,3,0,2,0,9,4224
3,1,5,1,0,3,13,4225
5,4,4,2,4,7,26,4227
3,1,4,0,1,2,11,4230
5,6,2,2,4,5,24,4232
3,0,4,0,1,2,10,4233
2,0,7,0,0,2,11,4235
2,1,4,0,0,4,11,4237
3,0,5,1,1,7,17,4238
3,2,5,4,2,2,18,4239
4,2,7,2,0,8,23,4240
3,0,4,1,0,2,10,4241
3,2,3,2,2,3,15,4242
4,1,10,1,0,6,22,4243
0,0,4,0,0,0,4,4244
2,1,10,0,1,4,18,4245
5,1,7,0,0,5,18,4246
3,3,7,1,0,2,16,4247
1,1,1,0,1,1,5,4248
2,0,14,0,0,2,18,4250
2,0,14,0,0,2,18,4251
4,2,8,2,3,6,25,4252
0,0,9,0,0,0,9,4253
2,0,10,2,1,4,19,4255
3,1,4,1,0,3,12,4256
7,6,3,0,3,6,25,4257
1,0,1,1,0,2,5,4260
2,0,14,0,0,2,18,4261
0,0,4,1,0,1,6,4262
2,1,6,2,1,2,14,4264
2,1,1,0,0,1,5,4265
2,2,3,1,0,5,13,4266
4,1,4,0,0,3,12,4268
3,2,2,1,0,2,10,4269
3,2,4,1,3,3,16,4270
2,0,4,0,0,3,9,4271
1,0,8,1,0,4,14,4272
6,2,3,1,6,1,19,4273
4,1,6,3,0,7,21,4274
1,1,5,1,0,3,11,4275
3,0,8,1,1,5,18,4276
2,1,2,0,0,3,8,4279
2,0,14,0,0,2,18,4281
4,1,8,2,1,6,22,4282
1,0,3,0,0,1,5,4284
6,2,6,1,2,7,24,4288
5,4,6,2,0,9,26,4289
1,0,2,0,0,1,4,4292
1,1,9,1,0,2,14,4293
3,0,8,0,3,4,18,4295
2,2,2,1,0,2,9,4296
5,0,5,0,1,3,14,4297
2,1,14,2,3,7,29,4298
3,0,7,3,0,4,17,4299
1,0,9,0,0,2,12,4300
0,0,10,0,0,4,14,4301
1,0,9,0,0,2,12,4303
3,1,11,1,0,4,20,4304
2,1,8,1,0,7,19,4305
1,0,9,0,0,2,12,4306
1,0,3,0,0,3,7,4307
0,0,7,0,0,4,11,4309
3,2,6,2,0,4,17,4312
5,4,7,2,3,5,26,4313
1,0,6,3,0,1,11,4314
3,0,8,1,1,6,19,4317
3,0,7,3,0,4,17,4318
0,1,7,2,1,9,20,4320
1,0,5,2,0,3,11,4321
0,0,3,0,0,1,4,4322
0,0,11,1,0,2,14,4323
4,5,6,1,2,10,28,4324
0,0,14,1,0,2,17,4325
2,1,8,2,0,5,18,4326
2,1,10,1,0,4,18,4327
4,0,11,0,0,7,22,4328
1,0,2,1,1,2,7,4329
2,3,9,0,1,7,22,4330
2,0,11,2,0,6,21,4332
0,0,7,1,0,1,9,4333
2,2,7,3,0,5,19,4334
2,0,11,2,0,7,22,4335
5,0,6,0,2,9,22,4336
0,0,11,1,0,2,14,4337
5,1,4,0,4,10,24,4341
1,0,8,0,0,6,15,4342
3,1,11,1,0,4,20,4343
0,0,12,1,0,2,15,4345
1,0,6,4,0,10,21,4348
1,0,9,0,0,4,14,4349
1,0,10,0,0,2,13,4350
4,0,13,2,0,2,21,4351
2,0,7,1,1,5,16,4352
1,0,9,1,0,4,15,4353
1,0,8,4,0,8,21,4354
1,0,4,1,0,2,8,4355
1,0,4,2,2,6,15,4356
0,0,15,1,0,3,19,4357
0,0,9,4,0,9,22,4358
1,0,7,1,0,5,14,4359
3,0,14,1,0,4,22,4361
0,0,8,4,0,8,20,4362
0,0,10,0,0,5,15,4363
0,0,9,4,0,9,22,4365
2,1,6,4,0,7,20,4366
1,0,7,0,0,4,12,4368
2,0,3,0,0,1,6,4372
2,0,7,2,0,9,20,4373
3,0,5,1,0,1,10,4374
4,0,4,4,1,4,17,4375
0,0,10,3,0,9,22,4376
1,0,8,3,0,9,21,4377
2,0,9,0,0,5,16,4378
0,0,8,2,0,10,20,4379
0,0,8,1,0,4,13,4381
1,0,2,0,0,0,3,4382
2,0,4,4,1,6,17,4383
0,0,9,4,0,10,23,4384
0,0,7,4,0,12,23,4385
1,0,1,0,0,0,2,4387
1,1,11,1,0,6,20,4388
1,0,1,0,0,0,2,4391
0,0,12,0,0,1,13,4392
2,0,5,3,0,4,14,4393
3,0,7,0,2,6,18,4395
0,0,12,2,0,10,24,4396
7,0,2,0,0,5,14,4397
1,0,1,0,2,0,4,4398
3,2,3,1,0,0,9,4401
4,3,9,1,2,7,26,4402
2,1,3,0,0,2,8,4403
5,5,6,0,0,5,21,4405
6,4,5,1,1,4,21,4406
6,0,9,1,0,4,20,4407
3,0,5,0,1,0,9,4408
0,1,1,0,0,0,2,4410
1,1,1,0,0,0,3,4411
2,3,2,0,2,1,10,4412
0,0,5,0,0,1,6,4413
2,1,6,0,1,1,11,4415
3,1,4,0,1,1,10,4416
1,0,6,1,0,2,10,4421
3,5,6,3,2,7,26,4423
3,2,2,0,0,2,9,4424
3,2,4,0,0,6,15,4425
8,5,2,0,1,7,23,4426
6,2,2,2,0,5,17,4427
4,3,4,0,0,4,15,4428
2,1,1,0,0,0,4,4430
4,1,6,3,0,4,18,4432
2,1,1,0,0,2,6,4435
6,3,6,0,2,8,25,4436
3,3,7,1,1,2,17,4437
3,2,11,0,0,6,22,4438
3,3,7,1,1,2,17,4440
5,5,5,1,1,8,25,4441
2,1,1,0,0,4,8,4442
3,3,5,0,1,7,19,4444
0,1,11,0,0,1,13,4445
4,2,3,2,1,2,14,4448
3,1,8,2,0,2,16,4449
3,2,6,2,2,6,21,4450
5,1,1,1,0,2,10,4451
6,7,7,1,2,4,27,4452
4,2,2,0,0,2,10,4454
7,3,5,2,1,6,24,4455
1,0,5,0,0,0,6,4456
3,1,7,0,1,7,19,4457
3,1,4,0,0,1,9,4458
1,0,5,0,1,2,9,4459
1,0,6,1,0,3,11,4463
3,1,3,1,1,1,10,4464
3,2,5,1,0,5,16,4465
6,1,5,2,2,7,23,4466
3,1,5,2,1,4,16,4468
2,0,7,3,0,0,12,4470
6,3,6,1,3,6,25,4471
4,0,9,0,0,5,18,4472
7,6,6,0,2,7,28,4476
5,1,6,3,1,5,21,4478
5,2,5,0,1,5,18,4479
3,3,2,0,2,1,11,4480
6,5,7,0,0,5,23,4482
4,2,2,2,2,3,15,4486
2,0,10,0,0,6,18,4487
2,1,10,2,0,2,17,4488
2,3,1,0,0,0,6,4489
3,0,8,3,1,5,20,4490
4,2,11,2,0,5,24,4491
5,0,5,2,0,5,17,4492
6,2,5,0,0,9,22,4493
4,0,3,1,1,4,13,4494
1,0,5,0,0,2,8,4496
3,0,5,2,1,7,18,4498
0,0,17,1,0,1,19,4499
1,0,5,1,0,0,7,4503
0,0,6,1,0,3,10,4504
0,0,17,1,0,1,19,4507
0,0,2,0,0,0,2,4508
1,0,16,0,0,0,17,4509
4,2,6,1,0,4,17,4511
3,0,11,0,0,1,15,4514
3,2,7,1,0,4,17,4515
0,0,10,1,0,3,14,4516
1,0,9,0,0,5,15,4517
3,3,8,0,0,4,18,4518
0,0,12,0,0,1,13,4519
4,1,9,3,3,8,28,4520
0,0,16,0,0,2,18,4521
3,1,10,1,0,6,21,4522
0,0,15,2,0,2,19,4523
1,0,3,2,0,0,6,4524
3,0,3,2,2,5,15,4525
0,0,11,0,0,2,13,4526
0,0,14,0,0,0,14,4527
4,1,7,1,2,9,24,4528
2,0,8,2,0,5,17,4529
2,0,9,3,1,9,24,4530
1,0,11,2,0,2,16,4531
0,0,4,1,0,4,9,4533
0,0,8,1,0,2,11,4534
3,0,14,0,0,1,18,4537
1,0,12,0,0,3,16,4538
1,0,16,1,1,2,21,4539
4,1,8,2,0,3,18,4541
2,0,9,0,1,8,20,4542
3,0,8,1,1,7,20,4543
3,3,6,0,3,4,19,4544
0,0,15,1,0,4,20,4546
3,2,7,2,1,3,18,4547
1,0,2,2,0,1,6,4548
4,2,9,0,0,9,24,4549
2,0,8,2,0,4,16,4550
5,4,5,1,1,5,21,4551
2,0,10,0,0,6,18,4553
4,1,7,1,0,3,16,4556
1,1,9,1,1,4,17,4557
2,1,6,1,0,1,11,4561
1,0,6,4,0,1,12,4562
0,0,7,0,0,1,8,4563
2,0,14,3,0,5,24,4564
3,3,7,0,1,4,18,4565
3,0,6,1,0,1,11,4567
6,0,8,0,0,4,18,4568
0,0,9,0,0,2,11,4569
2,0,5,1,0,0,8,4571
0,1,7,0,0,3,11,4573
4,1,7,2,0,1,15,4575
5,1,13,3,0,4,26,4576
0,0,9,1,0,2,12,4577
1,1,5,1,0,2,10,4578
3,2,7,0,0,5,17,4579
3,1,8,2,1,6,21,4580
4,2,7,1,0,11,25,4582
2,1,10,0,0,4,17,4584
2,0,11,0,1,3,17,4585
4,0,6,4,0,2,16,4587
4,1,9,4,0,2,20,4588
2,1,12,0,0,3,18,4589
4,0,11,3,0,5,23,4590
1,0,7,1,1,2,12,4592
1,0,9,1,1,2,14,4593
2,0,7,0,0,1,10,4595
0,0,10,0,0,4,14,4596
0,0,7,0,2,7,16,4597
1,2,10,3,1,4,21,4598
4,0,9,0,1,7,21,4599
3,2,3,0,2,4,14,4600
4,1,9,1,1,2,18,4601
0,0,10,0,0,1,11,4602
2,0,14,0,0,2,18,4604
4,3,6,2,1,8,24,4606
0,0,9,0,0,2,11,4607
4,0,13,0,0,3,20,4608
3,1,10,2,1,1,18,4609
1,0,11,3,0,4,19,4610
2,0,5,1,0,4,12,4611
1,0,10,0,0,1,12,4614
0,0,10,1,0,5,16,4616
1,0,14,0,2,5,22,4617
4,1,7,1,0,2,15,4619
1,0,12,1,0,5,19,4620
3,1,9,1,1,3,18,4622
3,0,7,0,0,4,14,4624
2,1,11,1,0,7,22,4625
0,0,5,0,0,0,5,4627
0,0,11,2,0,3,16,4628
2,2,8,1,2,4,19,4630
4,0,9,2,0,4,19,4631
4,2,12,0,0,3,21,4632
3,1,9,1,1,2,17,4634
0,0,13,0,0,1,14,4635
4,1,7,1,0,2,15,4637
1,1,7,2,0,9,20,4639
2,0,8,3,1,6,20,4641
4,4,8,2,0,4,22,4642
2,1,8,1,0,5,17,4644
0,0,13,0,0,2,15,4646
3,1,3,0,1,5,13,4649
3,0,9,0,0,2,14,4650
3,0,9,0,0,2,14,4655
4,2,9,1,0,8,24,4656
2,0,10,0,1,9,22,4657
3,0,9,0,0,2,14,4658
4,2,9,1,0,8,24,4659
4,0,9,4,0,3,20,4661
4,2,3,3,1,6,19,4664
3,0,4,0,0,3,10,4666
3,0,8,1,0,1,13,4667
4,2,9,1,0,8,24,4669
3,1,4,1,1,2,12,4670
3,0,9,0,0,2,14,4671
4,2,9,1,0,8,24,4672
2,0,2,0,0,2,6,4673
3,1,4,1,0,3,12,4674
2,5,2,0,1,2,12,4675
1,1,4,0,0,2,8,4677
4,0,9,0,0,8,21,4678
5,2,8,0,0,6,21,4679
3,1,4,1,1,2,12,4680
6,2,3,2,1,8,22,4681
0,0,8,0,1,0,9,4682
4,2,9,1,0,8,24,4684
6,2,3,3,1,7,22,4687
2,0,8,0,1,4,15,4688
1,0,9,0,0,3,13,4689
3,1,4,1,0,3,12,4690
4,2,9,1,0,8,24,4691
3,0,9,0,0,2,14,4692
3,0,9,0,0,2,14,4693
3,0,9,0,0,2,14,4694
3,1,4,1,1,2,12,4695
2,0,11,1,0,4,18,4696
1,0,11,1,1,6,20,4697
1,0,5,2,2,7,17,4698
2,0,7,1,1,6,17,4699
1,1,7,0,0,3,12,4700
2,2,4,0,0,5,13,4702
0,0,6,0,0,2,8,4703
2,0,6,2,0,4,14,4704
4,1,6,0,0,4,15,4705
2,0,7,3,0,4,16,4706
0,0,5,0,0,3,8,4707
2,0,6,1,1,7,17,4708
1,0,5,1,0,1,8,4709
2,0,11,1,1,7,22,4710
6,3,4,3,2,9,27,4711
6,2,8,1,0,7,24,4712
2,1,12,0,0,7,22,4713
4,0,10,0,0,5,19,4714
5,4,5,1,2,11,28,4715
6,1,6,0,1,8,22,4716
5,0,7,0,0,6,18,4717
2,1,4,0,1,5,13,4719
1,0,6,0,0,1,8,4720
3,3,3,0,0,7,16,4722
4,0,9,0,0,6,19,4723
1,0,6,0,0,2,9,4724
4,2,4,3,0,3,16,4725
5,3,6,0,1,9,24,4726
1,0,3,1,0,2,7,4729
1,0,5,0,0,1,7,4730
1,0,4,3,2,2,12,4731
4,2,6,0,0,6,18,4732
3,2,5,0,2,3,15,4734
4,1,6,2,0,2,15,4735
4,4,10,0,1,7,26,4736
4,0,5,1,1,3,14,4737
3,1,3,1,1,5,14,4738
4,0,9,0,1,6,20,4739
1,0,9,0,0,0,10,4740
6,1,6,0,0,8,21,4742
5,3,8,0,0,8,24,4744
4,0,6,1,0,4,15,4745
7,3,3,2,2,9,26,4747
1,1,2,0,0,3,7,4748
3,0,4,0,0,2,9,4749
3,2,5,2,0,6,18,4750
